ID,Usuario,Nombre,Fecha,Texto,Tipo,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes,Videos,GIFs,Puntaje,colonia,calle,municipio,REGION,geometría
1,@Cicmty,CIC,"Jun 20, 2024 · 2:40 AM UTC",serviciodeelectricidad sin servicio en a avenida entre av raúl rangel frías y a avenida col cumbres do sector monterrey vía wsp cc cfecontigo,eléctrico,7,2,3,0,https://twitter.com/Cicmty/status/1803618975412265375#m,,,,-1.45083797,,,Monterrey,,
2,@Cicmty,CIC,"Jun 20, 2024 · 2:30 AM UTC",banquetaobstruida por vehículos estacionados en av matehuala entre saltillo y monclova col mitras centro monterrey vía civix comunidadmitras cc sspcmonterrey,problema vial,7,0,1,0,https://twitter.com/Cicmty/status/1803616426558890076#m,"['https://pbs.twimg.com/media/GQe7klwbcAAivmc.jpg', 'https://pbs.twimg.com/media/GQe7klxakAEwJER.jpg']",,,-0.473589748,MITRAS CENTRO,Avenida Matehuala,Monterrey,,"POLYGON Z ((-100.34944999971754 25.69958000041686 0, -100.34940000010977 25.70020999979181 0, -100.34940000010977 25.700450000067633 0, -100.34936000006383 25.70096000020402 0, -100.34936000006383 25.70135999976435 0, -100.34934999960262 25.70219999983027 0, -100.34932000001783 25.70307999994219 0, -100.34929999999486 25.70396000005411 0, -100.34929999999486 25.704089999753876 0, -100.34932999957965 25.704869999750827 0, -100.34835999981397 25.70484000016603 0, -100.34778000004684 25.70482000014306 0, -100.34759000027816 25.704809999681913 0, -100.34716999979548 25.70482000014306 0, -100.34521999980302 25.704800000120088 0, -100.34505999961914 25.704800000120088 0, -100.34410999987642 25.704769999635914 0, -100.3432400002257 25.70476000007409 0, -100.34293000031909 25.704740000051117 0, -100.34236000011379 25.704720000028146 0, -100.34225999999887 25.70469000044335 0, -100.34174999986243 25.704659999959176 0, -100.34160999970157 25.70465000039735 0, -100.34162999972455 25.704809999681913 0, -100.34158000011678 25.705330000279446 0, -100.34133999984095 25.7053199998183 0, -100.34133999984095 25.70681000018152 0, -100.34131999981798 25.707949999692914 0, -100.34123000016422 25.708559999944214 0, -100.34076000007377 25.708450000267476 0, -100.34076000007377 25.70859000042833 0, -100.34074999961263 25.70903000003466 0, -100.3407699996356 25.709899999685376 0, -100.34078999965863 25.710039999846288 0, -100.3408099996816 25.711320000417857 0, -100.3411999996801 25.711329999979682 0, -100.34121000014125 25.711869999700866 0, -100.34016999984544 25.71192000020801 0, -100.33903999989593 25.711929999769836 0, -100.33797999957716 25.71190000018504 0, -100.33640499979077 25.711807000392923 0, -100.33547500007103 25.711481999794614 0, -100.33475500014299 25.711104000349508 0, -100.33464000023565 25.71022000005314 0, -100.33478000039656 25.704780000097116 0, -100.33478000039656 25.70467000042032 0, -100.33571999967808 25.70469000044335 0, -100.3369899997885 25.704729999589972 0, -100.3369200001577 25.70457000030541 0, -100.33747999990192 25.704590000328437 0, -100.33755000043203 25.703859999939198 0, -100.33762000006283 25.703420000332926 0, -100.33774000020071 25.702669999920715 0, -100.33786999990042 25.701849999877766 0, -100.33788000036157 25.701729999739882 0, -100.33797000001533 25.701009999811788 0, -100.33805000010727 25.70061000025146 0, -100.33809000015322 25.700149999722896 0, -100.33823999987595 25.699420000232976 0, -100.33827000036007 25.69913999991121 0, -100.3383199999679 25.698729999889736 0, -100.33833999999086 25.698549999682882 0, -100.3383800000368 25.698150000122553 0, -100.33840000005978 25.69776000012405 0, -100.33846999969057 25.69747999980234 0, -100.33858999982846 25.696759999874246 0, -100.33860999985149 25.69651999959848 0, -100.33868000038154 25.696050000407354 0, -100.33872999998937 25.695779999647414 0, -100.33879000005828 25.69536999962594 0, -100.33883000010428 25.69505000015755 0, -100.33994999959265 25.695190000318405 0, -100.3413900003481 25.69412999999969 0, -100.34098000032662 25.694049999907747 0, -100.3411300000493 25.693180000256973 0, -100.34125000018719 25.69230999970688 0, -100.34028000042156 25.692209999591967 0, -100.33928999973352 25.692090000353403 0, -100.33940999987146 25.691210000241483 0, -100.33942000033261 25.691119999688397 0, -100.33948000040152 25.69076000017401 0, -100.33955999959414 25.690259999599448 0, -100.33961000010129 25.68986000003912 0, -100.33965000014723 25.689420000432847 0, -100.33969000019323 25.68906000001914 0, -100.33977000028511 25.68865999955949 0, -100.33994000003082 25.687399999910213 0, -100.33989999998488 25.687319999818328 0, -100.33975999982397 25.687270000210503 0, -100.33944000035558 25.68727999977233 0, -100.33967999973203 25.68706999998068 0, -100.3401000002147 25.686880000212 0, -100.34028999998338 25.68690000023497 0, -100.34049000021321 25.686920000257942 0, -100.3420300001842 25.687060000418853 0, -100.34408999985345 25.68727999977233 0, -100.34474000015075 25.687350000302445 0, -100.34654999998236 25.687520000048153 0, -100.34751000018622 25.68762999972489 0, -100.34954000027062 25.687879999562483 0, -100.3503800003366 25.687999999700367 0, -100.35046000042854 25.68803000018454 0, -100.35059999969008 25.688059999769337 0, -100.35085000042704 25.688090000253453 0, -100.35094999964264 25.68815999988425 0, -100.35116999989543 25.68821999995322 0, -100.35133999964114 25.688300000045103 0, -100.35141999973303 25.688409999721898 0, -100.351479999802 25.688560000343898 0, -100.351479999802 25.68815999988425 0, -100.35161000040102 25.688190000368365 0, -100.35157999991691 25.688649999997665 0, -100.35153999987097 25.689300000294963 0, -100.35166000000885 25.689300000294963 0, -100.35161000040102 25.690250000037622 0, -100.35157000035508 25.690780000197037 0, -100.35149000026314 25.691680000331928 0, -100.351479999802 25.691879999662433 0, -100.3514500002172 25.692300000145053 0, -100.3514100001712 25.692910000396353 0, -100.35137000012526 25.694080000391864 0, -100.35135999966411 25.694259999699398 0, -100.35133999964114 25.694620000113105 0, -100.35133999964114 25.695230000364404 0, -100.35133000007932 25.695460000179025 0, -100.35133999964114 25.69605999996918 0, -100.35133999964114 25.69624999973786 0, -100.35127999957217 25.696260000199004 0, -100.3512299999644 25.696240000176033 0, -100.35122000040252 25.69647999955248 0, -100.35120000037955 25.696759999874246 0, -100.35120000037955 25.696920000058128 0, -100.3511899999184 25.697089999803836 0, -100.35120000037955 25.697519999848282 0, -100.35120000037955 25.697599999940223 0, -100.35118000035658 25.69885000002762 0, -100.35104999975755 25.698939999681386 0, -100.3510200001727 25.698820000442822 0, -100.35098999968858 25.698729999889736 0, -100.35092999961961 25.698660000258997 0, -100.35085000042704 25.698620000212998 0, -100.35038999989843 25.698549999682882 0, -100.3499900003381 25.69837999993723 0, -100.34971000001633 25.69817000014558 0, -100.34948999976353 25.697989999938727 0, -100.34944000015571 25.69874000035088 0, -100.34944999971754 25.69958000041686 0))"
3,@Cicmty,CIC,"Jun 20, 2024 · 2:01 AM UTC",atención sigue las recomendaciones que aquí te compartimos para mantenerte seguro en caso de emergencia llama al reporta cualquier incidente zona de riesgo o inundación en reportarcicmx prevención emergencias alberto,inundación,7,4,1,0,https://twitter.com/Cicmty/status/1803609079648051321#m,['https://pbs.twimg.com/media/GQe05bQWEAQ2XGa.jpg'],,,1.157521605,,,,zona de riesgo,
4,@Cicmty,CIC,"Jun 20, 2024 · 1:49 AM UTC",incendio en cables de electricidad de manuel gonzález y general porfirio díaz col centro sanpedro vía freddymenchaca cc cfecontigo sanpedro zgia,incendio,3,2,1,0,https://twitter.com/Cicmty/status/1803606173142360132#m,,,,-1.407526493,,,,,
5,@Cicmty,CIC,"Jun 20, 2024 · 1:33 AM UTC",cuidadodelagua fuga de agua limpia en medidor de av lázaro cárdenas entre damián carmona y el roble col leones monterrey vía dianatovart cc aydmonterrey permítenos ayudar a más ciudadanos como tú dona ahora,inundación,10,3,1,0,https://twitter.com/Cicmty/status/1803602116315062466#m,['https://pbs.twimg.com/media/GQeuap1aIAIkx3p.jpg'],,,1.012406826,,Avenida Lázaro Cárdenas,,,
6,@Cicmty,CIC,"Jun 20, 2024 · 1:16 AM UTC",semáforodescompuesto luces rojas parpadeando en dr julián villarreal y santiago tapia col centro monterrey vía nadyakarine cc sedusomonterrey sspcmonterrey qcpj,eléctrico,2,1,0,0,https://twitter.com/Cicmty/status/1803597672106045555#m,,,,-0.678001344,,Julian Villarreal,"Santiago, Monterrey",,
7,@Cicmty,CIC,"Jun 20, 2024 · 1:11 AM UTC",serviciodeelectricidad sin servicio en juan ignacio ramón entre porfirio díaz y serafín peña col centro monterrey cc cfecontigo,eléctrico,3,1,0,0,https://twitter.com/Cicmty/status/1803596547613167880#m,,,,-1.471101046,,Calle Serafín Peña,Monterrey,,
8,@Cicmty,CIC,"Jun 20, 2024 · 1:01 AM UTC",mantente seguro durante la tormenta tropical alberto consulta el directorio de albergues permanentes del dif nuevo león y sigue las indicaciones de las autoridades nlgobmxpublicacionesalbe tormentatropicalalberto proteccióncivil alberguesseguros,lluvia,2,3,0,0,https://twitter.com/Cicmty/status/1803593986902294587#m,['https://pbs.twimg.com/media/GQenK8dXkAAce3L.jpg'],,,1.047745585,,,,,
9,@Cicmty,CIC,"Jun 20, 2024 · 12:52 AM UTC",serviciodeelectricidad sin servicio en josé alvarado santos entre av raúl salinas lozano y dr ignacio morones prieto col felipe carrillo puerto escobedo vía fameedna cc cfecontigo,eléctrico,10,0,0,1,https://twitter.com/Cicmty/status/1803591843822838188#m,,,,-1.506756902,,Calle Felipe Carrillo,,,
10,@Cicmty,CIC,"Jun 20, 2024 · 12:42 AM UTC",vialidad cerrada por encharcamiento en av rodrigo gómez y av penitenciaria monterrey vía pcmty,inundación,33,10,1,2,https://twitter.com/Cicmty/status/1803589294621094101#m,['https://pbs.twimg.com/media/GQei4m-XYAAsBzY.jpg'],,,-0.957203269,,"Avenida Rodrigo Gómez, Avenida Penitenciaría",Monterrey,,
11,@Cicmty,CIC,"Jun 20, 2024 · 12:37 AM UTC",inundación en santa rosa mezquital y calle gaseoducto evite la zona apodaca vía apodacanews,inundación,7,1,1,0,https://twitter.com/Cicmty/status/1803587992411386062#m,,,,-1.256202936,,,Apodaca,,
12,@Cicmty,CIC,"Jun 20, 2024 · 12:32 AM UTC",serviciodeelectricidad sin servicio en pino blanco y alamocol bosques real apodaca vía jjovalle cc cfecontigo fccl,eléctrico,3,0,0,0,https://twitter.com/Cicmty/status/1803586811056496656#m,,,,-1.518577099,,,,,
13,@Cicmty,CIC,"Jun 20, 2024 · 12:26 AM UTC",vialidad reportan lluvia intermitente pero fuerte en la zona centro de salinasvictoria vía danilouanl,lluvia,4,0,0,0,https://twitter.com/Cicmty/status/1803585243867402397#m,,,,-0.394423664,,,,zona centro de salinasvictoria,
14,@Cicmty,CIC,"Jun 20, 2024 · 12:20 AM UTC",postedañado por caer en paseo de los estudiantes y paseo del acantilado col cumbres o sector monterrey vía wsp cc cfecontigo pcmty,eléctrico,7,1,0,0,https://twitter.com/Cicmty/status/1803583690322419839#m,['https://pbs.twimg.com/media/GQedzn2aIAExX_w.jpg'],,,-1.120557785,CUMBRES,Peñasco del Acantilado,Monterrey,,"POLYGON Z ((-100.3899399999309 25.72549999962547 0, -100.39069999990494 25.726029999784828 0, -100.39172000017771 25.72686999985075 0, -100.394539999821 25.726700000105097 0, -100.39480999968157 25.726840000265952 0, -100.39513999961116 25.728529999959676 0, -100.39527999977201 25.729080000142062 0, -100.39543000039407 25.729370000025654 0, -100.39519999968007 25.729410000071596 0, -100.3950499999574 25.729350000002682 0, -100.39490999979648 25.729289999933712 0, -100.39463999993592 25.729120000188004 0, -100.39416999984547 25.72879000025847 0, -100.39324999968761 25.728150000422374 0, -100.39314000001082 25.728059999869288 0, -100.39153000040903 25.729599999840275 0, -100.3903999995602 25.72871000016653 0, -100.3902299998145 25.7285799995675 0, -100.39010000011478 25.728480000351908 0, -100.3897700001852 25.728240000076084 0, -100.38944999981749 25.728010000261463 0, -100.3893000000948 25.72789000012358 0, -100.38913999991092 25.727769999985696 0, -100.38880000041951 25.727529999709873 0, -100.38837999993689 25.72723999982628 0, -100.38827999982198 25.727170000195542 0, -100.38817000014524 25.727099999665427 0, -100.38885000002733 25.72647000029042 0, -100.3889399996811 25.72637999973739 0, -100.38965000004731 25.725719999878265 0, -100.38979000020817 25.725639999786324 0, -100.3899399999309 25.72549999962547 0))"
15,@Cicmty,CIC,"Jun 20, 2024 · 12:18 AM UTC",inundación en av andrómeda y gasoducto apodaca vía apodacanews cc pcnuevoleon staclinea,inundación,1,1,1,0,https://twitter.com/Cicmty/status/1803583087047221525#m,,,,-1.320979834,,Andrómeda,,,
16,@Cicmty,CIC,"Jun 19, 2024 · 11:50 PM UTC",inundación en av constitución y padre mier centro monterrey vía pcmty,inundación,214,45,4,3,https://twitter.com/Cicmty/status/1803576103191404941#m,,['https://video.twimg.com/ext_tw_video/1803576067967287297/pu/vid/avc1/848x480/Sn0WJ_PyftcPVonC.mp4?tag=12'],,-1.121317625,,Avenida Constitución,Monterrey,,
17,@Cicmty,CIC,"Jun 19, 2024 · 11:47 PM UTC",postedañado por caer en av san angel entre monte blanco y camino a chipinque col residencial chipinque sanpedro vía elpajonalstacat cc cfecontigo sanpedro qjfb,eléctrico,16,3,0,0,https://twitter.com/Cicmty/status/1803575315291316304#m,"['https://pbs.twimg.com/media/GQeWDpQaIAA58UH.jpg', 'https://pbs.twimg.com/media/GQeWDpQaIAQoFJv.jpg']",,,-1.339694262,,Paseo San Ángel,,,
18,@Cicmty,CIC,"Jun 19, 2024 · 11:35 PM UTC",vialidad reportan lluvias fuertes a la altura de la col raúl caballero fomerrey escobedo vía reportereporte,lluvia,7,0,0,0,https://twitter.com/Cicmty/status/1803572271715590608#m,,,,-0.891149461,RAUL CABALLERO,,,,"POLYGON Z ((-100.2949199995582 25.819900000185044 0, -100.29495999960415 25.819630000324423 0, -100.29495000004232 25.819499999725394 0, -100.29486999995038 25.81857000000565 0, -100.29451999999787 25.814429999744846 0, -100.29447999995188 25.813549999632926 0, -100.29417999960714 25.810130000199536 0, -100.29417000004531 25.809900000384857 0, -100.29402999988446 25.808120000138047 0, -100.29394000023069 25.80646000002912 0, -100.29384000011578 25.805209999941724 0, -100.29382999965463 25.804929999619958 0, -100.29374000000087 25.803480000202 0, -100.29365999990893 25.80247000039037 0, -100.29378999960863 25.80258000006711 0, -100.2944599999289 25.80325000038738 0, -100.29517000029512 25.803680000431825 0, -100.2955299998095 25.80385999973936 0, -100.29603000038406 25.8039399998313 0, -100.29636999987542 25.803979999877242 0, -100.29710000026466 25.804220000153066 0, -100.29852000009777 25.805000000150073 0, -100.2995400003706 25.805339999641433 0, -100.30051000013623 25.805539999871257 0, -100.30059999979 25.805550000332403 0, -100.30147999990191 25.80590999984679 0, -100.3020599996691 25.805960000353878 0, -100.30231000040607 25.80604000044582 0, -100.3026400003356 25.80617999970741 0, -100.3029900002881 25.806489999613973 0, -100.30332999977952 25.80678999995871 0, -100.30381999989294 25.80734000014104 0, -100.3040600001687 25.808080000092104 0, -100.3040650003993 25.808189999768842 0, -100.30406999973053 25.808340000390842 0, -100.30408000019173 25.808499999675405 0, -100.3041000002147 25.8087599999742 0, -100.30410999977653 25.809009999811792 0, -100.30412000023767 25.80925999964944 0, -100.3041299997995 25.809569999556004 0, -100.30307000038005 25.809569999556004 0, -100.30363999968608 25.815269999810823 0, -100.30435999961412 25.82236000031395 0, -100.30459000032812 25.824230000214527 0, -100.30461000035109 25.82435000035241 0, -100.30352000044752 25.82452000009812 0, -100.30063000027417 25.82495999970439 0, -100.30034000039058 25.825010000211478 0, -100.30014000016075 25.82503999979633 0, -100.29809000005332 25.825349999702894 0, -100.2978899998235 25.825369999725865 0, -100.29589000022321 25.825679999632428 0, -100.29546999974053 25.825750000162543 0, -100.2954600001787 25.82563000002466 0, -100.2954600001787 25.825560000393864 0, -100.29536999962562 25.825389999748836 0, -100.29523000036409 25.82378999970888 0, -100.29521999990294 25.82357999991723 0, -100.295099999765 25.821600000339913 0, -100.29503999969609 25.820760000273935 0, -100.29497000006529 25.820479999952227 0, -100.29499000008826 25.82031000020652 0, -100.29460000008976 25.819829999654928 0, -100.29425000013725 25.819459999679395 0, -100.2943300002292 25.819479999702367 0, -100.29443999990593 25.819559999794308 0, -100.29460000008976 25.819710000416364 0, -100.2949199995582 25.819900000185044 0), (-100.30053000015926 25.812189999868735 0, -100.30041000002132 25.812980000326945 0, -100.30020000022967 25.814540000320903 0, -100.30016000018372 25.814870000250494 0, -100.30010999967658 25.815309999856765 0, -100.29991000034607 25.81684999982781 0, -100.29979000020819 25.817839999616467 0, -100.29965999960916 25.81885999988924 0, -100.2995299999094 25.8198499996779 0, -100.29940999977151 25.820860000388848 0, -100.29928999963363 25.82168999999368 0, -100.29913999991089 25.822940000081076 0, -100.2991500003721 25.823160000333928 0, -100.3018099998315 25.82279999992022 0, -100.3017699997855 25.82251000003663 0, -100.30170000015471 25.821859999739388 0, -100.30160999960162 25.821030000134556 0, -100.30149999992489 25.820020000322927 0, -100.301379999787 25.81900999961198 0, -100.30127999967209 25.817990000238467 0, -100.30114999997238 25.816960000403867 0, -100.30094999974256 25.81530000029494 0, -100.30088000011176 25.814569999905757 0, -100.30075000041205 25.81304000039586 0, -100.30065000029714 25.812189999868735 0, -100.30059000022817 25.812089999753823 0, -100.30053000015926 25.812189999868735 0))"
19,@Cicmty,CIC,"Jun 19, 2024 · 11:22 PM UTC",serviciodeelectricidad sin servicio en manuel gonzález entre francisco siller y agustín siller col lázaro garza ayala sanpedro cc cfecontigo erzh,eléctrico,4,3,0,0,https://twitter.com/Cicmty/status/1803568970676818153#m,,,,-1.435235858,LAZARO GARZA AYALA,,,,"POLYGON Z ((-100.41471999962812 25.664340000390894 0, -100.41452000029761 25.665069999880757 0, -100.41382999995437 25.664929999719902 0, -100.4126100003511 25.664659999859282 0, -100.4131700000953 25.66410000011507 0, -100.41325000018719 25.663159999934237 0, -100.41323999972604 25.662979999727384 0, -100.41313999961113 25.66256999970591 0, -100.41300999991142 25.66219000016855 0, -100.41292999981948 25.662059999569465 0, -100.41309000000336 25.661639999986164 0, -100.41321999970307 25.661279999572514 0, -100.41343000039404 25.660779999897215 0, -100.41360999970158 25.660340000290944 0, -100.41376999988546 25.659939999831295 0, -100.41380000036958 25.65981999969341 0, -100.41339999990993 25.6597199995785 0, -100.4127400000508 25.659500000225023 0, -100.41282000014274 25.65927999997217 0, -100.41302000037257 25.658809999881726 0, -100.41317999965713 25.65837999983728 0, -100.41425999999888 25.658999999650405 0, -100.41595900010759 25.660365999691294 0, -100.41590000008478 25.66059999969042 0, -100.41577000038507 25.661009999711894 0, -100.41565000024718 25.66143999975634 0, -100.4155199996481 25.66184000021599 0, -100.41534999990245 25.66233999989123 0, -100.41520000017971 25.662769999935733 0, -100.41506999958068 25.663229999564976 0, -100.41493999988091 25.663670000070624 0, -100.41479999972006 25.66410000011507 0, -100.41471999962812 25.664340000390894 0))"
20,@Cicmty,CIC,"Jun 19, 2024 · 11:18 PM UTC",accidentevial volcadura en av abraham lincoln y aguaturma monterrey vía pcmty,problema vial,25,5,0,2,https://twitter.com/Cicmty/status/1803568103793504339#m,,['https://video.twimg.com/ext_tw_video/1803568077189050369/pu/vid/avc1/848x480/ZAlNXDkkWPpC8LI9.mp4?tag=12'],,-0.930123091,,Avenida Abraham Lincoln,Monterrey,,
21,@Cicmty,CIC,"Jun 19, 2024 · 10:46 PM UTC",accidentevial tráiler tumba tres postes en josé maría morelos y pavón y juan de la barrera col niños héroes guadalupe vía jerrytopmty cc sspguadalupe pcnuevoleon,problema vial,10,3,2,1,https://twitter.com/Cicmty/status/1803560073798590872#m,"['https://pbs.twimg.com/media/GQeIRkAXYAAgaIh.jpg', 'https://pbs.twimg.com/media/GQeISPMXEAABiLX.jpg']",,,-0.962542176,,,,,
22,@Cicmty,CIC,"Jun 19, 2024 · 10:42 PM UTC",vialidad cerrada por encharcamientos en av josé ángel conchello y av ruiz cortines monterrey vía pcmty,inundación,5,3,0,0,https://twitter.com/Cicmty/status/1803559083611480301#m,,,,-0.516714513,,Avenida Ruíz Cortines,Monterrey,,
23,@Cicmty,CIC,"Jun 19, 2024 · 10:40 PM UTC",vialidad cerrada por encharcamientos en av aztlán y av rodrigo gómez de pte a ote monterrey vía pcmty,inundación,4,1,0,0,https://twitter.com/Cicmty/status/1803558507955806670#m,,,,-0.738611162,,"Avenida Aztlán, Avenida Rodrigo Gómez",Monterrey,,
24,@Cicmty,CIC,"Jun 19, 2024 · 10:27 PM UTC",accidentevial volcadura en av constitución y gral lázaro cárdenas col riberas de linda vista guadalupe vía pcnuevoleon,problema vial,6,2,0,0,https://twitter.com/Cicmty/status/1803555135945093187#m,,,,-0.585544944,RIBERAS DE LINDA VISTA,"Avenida Constitución, Avenida Lázaro Cárdenas",Guadalupe,,"POLYGON Z ((-100.23282000014274 25.69538999964891 0, -100.23194000003082 25.695360000064113 0, -100.23048000015172 25.69532000001817 0, -100.23040000005983 25.695170000295434 0, -100.23027000036006 25.69476000027396 0, -100.23017999980698 25.694430000344425 0, -100.23011999973806 25.694210000091573 0, -100.23007000013024 25.693909999746836 0, -100.22999999960012 25.693470000140564 0, -100.22994999999236 25.693220000302915 0, -100.22994999999236 25.693149999772857 0, -100.22992999996939 25.69300000005012 0, -100.23001000006133 25.69298000002715 0, -100.23101000031113 25.692710000166528 0, -100.23153000000934 25.69259999959047 0, -100.23220999989144 25.692480000351907 0, -100.23270999956668 25.69238999979882 0, -100.23345000041701 25.692289999683908 0, -100.2335899996786 25.69240999982179 0, -100.23358000011677 25.6925799995675 0, -100.2337400003006 25.69304000009612 0, -100.2339799996771 25.693639999886273 0, -100.23411999983796 25.69398000027695 0, -100.23415000032213 25.694060000368893 0, -100.23425999999887 25.69437999983728 0, -100.23326099979516 25.694479999952193 0, -100.23362000016272 25.695329999579997 0, -100.23282000014274 25.69538999964891 0))"
25,@Cicmty,CIC,"Jun 19, 2024 · 9:17 PM UTC",serviciodeelectricidad sin luz en vinedos entre compostela y viveiro col valle la rioja apodaca vía magalirdz cc cfecontigo,eléctrico,3,2,0,1,https://twitter.com/Cicmty/status/1803537664873996342#m,,,,-0.002608389,,,Apodaca,,
26,@Cicmty,CIC,"Jun 19, 2024 · 9:15 PM UTC",serviciodeelectricidad sin luz en matancillas y montefalco col prados de la sierra sanpedro vía dcvlla cc cfecontigo,eléctrico,3,2,0,0,https://twitter.com/Cicmty/status/1803537045396267224#m,,,,0.272172034,PRADOS DE LA SIERRA,,,,"POLYGON Z ((-100.40362999992442 25.65228000002213 0, -100.4038199996931 25.65207000023048 0, -100.40403000038407 25.65187999956248 0, -100.40444999996737 25.651500000025123 0, -100.40461999971308 25.651330000279472 0, -100.40473000028913 25.651199999680387 0, -100.4048199999429 25.651060000418852 0, -100.40490000003484 25.650949999842794 0, -100.40500999971158 25.650849999727882 0, -100.4051699998954 25.650720000028116 0, -100.40543999975603 25.650450000167552 0, -100.40576999968556 25.650180000306932 0, -100.40600000039956 25.65000000010008 0, -100.40631000030612 25.649799999870254 0, -100.40654999968257 25.649650000147574 0, -100.40742999979449 25.650200000329903 0, -100.40902200036487 25.651231000210657 0, -100.40863799974375 25.65189500025423 0, -100.40840699988297 25.652309999606985 0, -100.40831500013701 25.652753000250925 0, -100.40843999960617 25.653989999738883 0, -100.40849999967509 25.65490000033492 0, -100.40847999965212 25.655099999665424 0, -100.40843000004429 25.655290000333423 0, -100.40838999999835 25.655420000033132 0, -100.40793999993087 25.656500000374876 0, -100.4078900003231 25.65663999963641 0, -100.40767000007031 25.656570000005672 0, -100.40699000018822 25.656340000190994 0, -100.40641999998286 25.656130000399344 0, -100.40621999975303 25.656059999869285 0, -100.40549000026317 25.65581999959346 0, -100.40463000017422 25.655500000125073 0, -100.40371000001636 25.65519000021851 0, -100.40282999990444 25.65492000035789 0, -100.40192000020767 25.654590000428357 0, -100.40196999981549 25.654470000290473 0, -100.4027200002277 25.653450000017642 0, -100.40309000020318 25.652939999881255 0, -100.4033600000638 25.652589999928693 0, -100.40362999992442 25.65228000002213 0))"
27,@Cicmty,CIC,"Jun 19, 2024 · 9:11 PM UTC",serviciodeelectricidad sin luz en ruperto martínez y espinoza col desarrollo urbano reforma monterrey vía jiminobu cc cfecontigo,eléctrico,6,1,0,0,https://twitter.com/Cicmty/status/1803536150029652253#m,,,,0.057823598,DESARROLLO URBANO REFORMA,,,,"POLYGON Z ((-100.29275999977403 25.676439999906222 0, -100.29277000023518 25.676120000437834 0, -100.29273000018918 25.675900000185038 0, -100.29273999975106 25.675570000255448 0, -100.29271999972804 25.675240000325914 0, -100.29265999965912 25.675029999634944 0, -100.29328000037157 25.67502000007312 0, -100.29382999965463 25.67502000007312 0, -100.29408999995337 25.675029999634944 0, -100.29443999990593 25.67498000002712 0, -100.29499999965009 25.674879999912207 0, -100.29532999957968 25.67485000032741 0, -100.29562000036259 25.674859999889236 0, -100.29581000013127 25.674879999912207 0, -100.2960100003611 25.674879999912207 0, -100.29618999966863 25.674839999866265 0, -100.2964299999444 25.674739999751353 0, -100.29657000010525 25.67465999965941 0, -100.29700000014975 25.674529999959702 0, -100.29735999966408 25.674260000099082 0, -100.29800999996138 25.67436999977582 0, -100.29813999966109 25.67438999979879 0, -100.29807999959218 25.674799999820323 0, -100.29802000042253 25.675260000348885 0, -100.29794999989241 25.675679999932242 0, -100.2978899998235 25.676120000437834 0, -100.29735999966408 25.676060000368864 0, -100.2968899995737 25.676009999861776 0, -100.29591000024618 25.675909999746864 0, -100.29523000036409 25.675849999677894 0, -100.29447999995188 25.675760000024127 0, -100.29394999979252 25.675719999978185 0, -100.2938499996776 25.676439999906222 0, -100.29382000009281 25.676510000436338 0, -100.29374999956269 25.67654999958296 0, -100.29328999993339 25.676499999975192 0, -100.29275999977403 25.676439999906222 0))"
